Longitude,Latitude,Date,ID,Date_1,MATCH
-108.084883,31.205222,2012.04.14,2506,20120414,0
-107.985742,30.812661,2012.04.14,2507,20120414,0
-107.577097,29.943047,2012.04.14,2508,20120414,0
-107.774444,32.167019,2012.04.14,2509,20120414,0
-102.658625,32.742039,2012.04.15,2510,20120415,0
-107.359953,31.543708,2012.04.19,2511,20120419,0
-107.906856,31.3197,2012.04.26,2512,20120426,0
-103.240617,34.030233,2012.04.27,2513,20120427,0
-103.795508,33.213436,2012.04.27,2514,20120427,0
-107.059311,31.465461,2012.05.02,2515,20120502,0
-106.897356,30.885481,2012.05.02,2516,20120502,0
-107.072036,31.619169,2012.05.05,2517,20120505,0
-105.404553,30.6599,2012.05.10,2518,20120510,0
-107.900606,31.365703,2012.05.18,2519,20120518,0
-110.193044,34.551153,2012.05.18,2520,20120518,0
-111.235081,36.277778,2012.05.18,2521,20120518,0
-107.459453,31.599967,2012.05.18,2522,20120518,0
-107.554278,31.601906,2012.05.20,2523,20120520,0
-107.537383,31.648669,2012.05.22,2524,20120522,0
-108.904689,33.118497,2012.05.22,2525,20120522,0
-111.597436,36.93745,2012.05.22,2526,20120522,0
-107.570353,31.546103,2012.05.23,2527,20120523,0
-108.813192,33.362853,2012.05.23,2528,20120523,0
-108.785106,36.296953,2012.05.23,2529,20120523,0
-108.697933,35.742133,2012.05.23,2530,20120523,0
-107.004644,30.923447,2012.05.23,2531,20120523,0
-107.921011,31.245758,2012.05.24,2532,20120524,0
-108.081275,31.278339,2012.05.25,2533,20120525,0
-108.764619,33.212592,2012.05.25,2534,20120525,0
-110.994842,35.640389,2012.05.25,2535,20120525,0
-109.4473,35.87575,2012.05.25,2536,20120525,0
-108.7294,35.630633,2012.05.25,2537,20120525,0
-111.014322,35.392928,2012.05.26,2538,20120526,0
-110.005211,36.549169,2012.05.26,2539,20120526,0
-108.818467,36.013031,2012.05.26,2540,20120526,0
-108.853525,33.631922,2012.05.26,2541,20120526,0
-108.202681,31.231956,2012.05.26,2542,20120526,0
-107.012333,31.532453,2012.05.27,2543,20120527,0
